game_no,player_first,player_second,result
1765,15,11,l
1598,1,15,w
890,2,19,w
1532,1,11,w
745,10,3,l
1027,14,20,l
530,12,4,l
1211,12,20,l
523,19,11,l
1480,12,14,w
571,4,11,l
1849,18,12,w
561,12,13,l
961,16,3,l
1068,15,10,w
826,5,2,l
981,6,13,w
1472,7,8,l
1489,11,15,l
1738,19,1,l
955,5,14,w
1004,11,18,l
277,8,12,w
1864,11,1,w
1805,17,11,w
592,5,2,l
229,6,13,w
1317,13,11,w
240,3,13,l
1038,20,3,l
891,5,9,l
155,8,7,w
790,8,17,l
1516,4,10,l
1070,12,15,l
1940,3,13,w
1032,13,4,w
1111,7,9,w
1589,20,2,w
484,10,2,w
1102,8,4,w
365,1,12,w
1792,7,11,l
946,17,19,l
601,6,15,w
691,5,4,l
376,13,15,l
471,14,16,l
540,12,14,w
568,15,1,l
1245,8,12,l
634,18,14,w
179,9,3,l
42,3,10,w
1076,4,6,w
1716,12,4,l
379,11,3,l
464,16,11,w
1704,2,13,w
1752,12,1,l
1559,19,16,w
1353,3,18,l
348,5,7,w
1920,10,3,w
377,12,4,l
1031,7,2,l
24,5,16,l
466,2,15,w
325,20,7,l
1615,9,6,l
165,19,18,w
1692,11,13,w
327,5,19,w
724,15,10,w
1490,2,19,l
339,18,13,l
212,13,14,w
1947,14,10,w
726,2,16,l
338,19,2,w
1513,5,17,l
743,6,18,w
232,17,3,w
1981,16,6,w
682,12,13,w
418,10,18,l
1372,3,16,w
359,6,4,l
1698,18,13,l
1868,14,19,w
63,6,10,w
1556,15,13,w
1701,15,6,w
545,6,3,l
1162,6,7,w
1751,20,6,w
526,16,20,w
358,2,14,l
446,17,1,w
234,12,14,l
547,19,5,l
609,10,16,w
1363,20,19,l
1851,13,6,l
1329,20,14,w
878,17,7,l
30,15,2,w
313,2,11,l
1548,3,20,w
1000,17,19,l
495,4,19,l
1569,18,2,l
123,2,12,w
521,11,6,w
1873,17,10,l
510,14,6,w
456,18,15,w
1544,14,8,w
190,11,16,w
1847,16,17,w
220,10,17,l
1800,7,18,l
549,20,2,l
1239,15,7,w
1130,17,6,l
1705,1,5,l
1804,8,5,l
533,18,4,w
1020,1,8,w
1222,17,11,w
849,3,1,l
193,2,6,w
496,11,13,l
1425,20,6,w
1183,6,20,l
1964,4,13,w
852,6,16,l
746,9,15,w
612,4,12,l
979,4,12,l
987,12,10,l
4,5,8,w
587,11,20,w
630,15,2,w
769,8,16,l
32,9,19,l
619,7,9,l
1492,5,2,w
739,2,17,w
1687,12,2,l
588,15,13,w
845,15,7,w
1754,3,13,l
300,3,6,l
1605,9,20,l
1893,16,4,l
1622,5,15,l
1866,16,11,l
1258,17,3,w
1994,14,17,w
88,18,17,w
1987,6,9,w
1628,12,9,l
171,19,3,l
557,8,15,l
653,4,1,l
1327,15,9,w
266,11,10,l
1923,11,6,l
1115,18,20,l
1285,6,15,w
206,6,9,w
1340,17,5,w
1583,18,17,l
1116,12,3,w
1586,17,5,l
515,19,1,l
1770,18,1,w
499,5,14,l
909,5,1,w
749,10,19,w
1074,16,4,w
1652,11,3,l
1483,10,11,l
1843,13,1,l
1895,20,7,l
1194,1,19,w
427,18,1,l
538,5,19,l
428,20,3,l
874,10,19,l
1900,13,9,w
1672,14,11,l
776,9,4,w
888,3,7,l
1592,6,17,l
1526,19,4,l
572,15,18,l
1897,15,16,w
1793,2,8,w
1149,11,1,w
353,12,9,l
1341,6,5,l
1884,1,12,l
1707,14,3,l
608,14,20,l
1496,14,3,w
1176,7,14,l
617,11,3,w
310,18,17,l
943,17,4,l
1209,1,20,l
170,19,10,w
434,11,17,w
194,9,17,l
531,6,5,l
1917,15,13,l
1901,14,6,w
641,3,20,w
1869,1,16,l
1748,14,13,l
1156,18,20,w
900,13,11,l
1822,11,20,l
1530,8,17,l
151,11,2,l
1123,3,13,w
1426,19,12,l
1297,10,20,w
840,2,12,l
371,16,6,l
1509,2,6,w
1307,11,15,w
709,15,13,l
1594,20,18,l
671,1,14,l
750,15,11,l
1715,8,20,w
851,7,19,w
1555,16,15,w
1190,4,12,l
1838,14,16,w
1368,8,7,w
447,2,4,w
1465,12,13,w
1226,7,10,l
580,11,19,l
1391,9,7,l
1668,8,19,l
40,14,19,l
1938,20,11,l
73,17,6,l
1237,2,17,w
1871,18,19,w
502,15,16,l
1670,17,7,l
1067,9,4,l
814,6,3,l
1969,11,6,w
1735,15,17,l
693,20,11,w
735,2,13,l
1141,14,17,l
748,15,20,w
853,16,15,w
1026,14,5,w
1600,19,13,l
1988,18,19,w
1661,17,18,w
919,11,13,l
342,1,17,l
74,4,15,w
719,9,8,w
669,8,10,w
1302,3,16,w
1424,11,1,w
291,9,17,w
1927,8,10,w
1915,8,10,w
475,2,9,w
390,13,10,l
264,3,9,w
916,14,13,w
1310,6,16,l
157,5,11,w
1454,3,9,l
610,11,18,w
308,8,1,l
1680,15,13,l
438,3,2,l
701,10,13,l
1713,9,18,l
762,20,16,l
1973,8,19,w
444,8,5,w
1619,5,10,w
1540,17,13,l
433,13,19,l
1788,13,8,l
1155,14,15,w
1655,8,5,l
1777,20,14,l
1066,5,20,w
1802,10,7,l
1512,5,18,w
493,11,13,l
279,13,6,w
876,13,19,l
1213,17,15,l
1351,6,19,w
591,17,14,l
1029,20,10,w
311,7,2,w
704,14,7,l
1566,13,9,w
181,7,8,w
435,6,14,l
1889,10,15,l
1745,15,13,w
1863,8,12,l
319,3,14,l
1342,1,6,l
1551,6,3,w
81,18,19,l
520,17,3,l
1914,18,5,l
917,14,7,w
1610,1,13,l
607,2,4,w
806,10,7,l
843,1,4,l
1468,8,14,w
1005,13,10,l
145,20,2,w
1169,1,2,w
855,1,20,l
198,3,16,l
72,8,17,l
1275,19,5,w
1932,15,7,w
7,6,16,w
645,16,17,w
998,15,16,w
1381,9,16,l
330,2,6,l
717,19,20,w
1117,11,15,w
623,14,16,w
1476,17,6,w
255,4,9,l
999,18,17,l
1750,17,18,l
553,17,18,w
1517,8,18,l
1839,3,11,w
1568,14,20,l
1833,11,12,l
1769,17,8,w
1189,18,12,l
1252,18,11,l
1741,16,13,l
1240,3,19,w
534,4,6,l
1316,19,2,w
1460,16,3,w
1406,9,5,w
1089,8,11,w
138,9,20,w
1565,11,9,w
1767,11,12,l
1951,7,12,l
1926,1,6,w
1356,3,11,l
658,13,12,l
210,7,3,w
1112,4,3,w
1161,8,1,l
848,6,15,l
304,5,7,l
511,10,7,w
1742,11,4,l
1045,16,1,w
1106,11,12,w
82,18,14,l
1040,2,9,l
1500,3,7,w
813,12,10,l
1824,8,16,w
317,9,11,l
1331,8,1,l
632,6,9,w
1407,17,19,l
752,14,16,w
1300,1,10,w
722,3,12,w
602,18,14,w
516,13,12,w
239,1,20,w
1744,3,14,w
1762,14,15,w
392,19,15,l
1856,19,2,l
600,5,6,w
1075,12,7,l
897,15,4,l
344,9,15,l
1965,10,11,w
494,20,12,w
968,4,1,l
1037,7,15,l
1339,17,13,w
867,14,9,l
997,10,1,w
341,15,8,w
137,7,20,w
711,18,13,l
1846,17,4,l
398,11,9,l
870,11,13,l
647,19,7,w
1320,12,20,w
615,11,19,l
982,12,7,l
1796,8,19,l
1114,12,17,w
1463,5,10,l
1902,4,17,w
730,18,11,w
105,16,6,l
1473,5,11,w
1789,13,14,l
309,4,9,w
1694,19,12,l
224,19,1,l
966,12,11,w
978,1,18,l
954,8,12,l
1860,11,4,l
666,19,2,w
1290,12,19,l
1100,17,8,w
68,2,4,l
833,15,13,w
470,20,17,w
218,6,8,l
1289,4,8,l
13,4,3,w
324,18,4,l
1053,15,19,l
412,4,19,w
1640,1,12,w
178,12,7,w
332,18,10,w
1274,17,2,w
1813,18,5,w
219,9,6,l
238,19,4,w
1369,5,2,w
439,12,10,l
405,20,7,w
555,20,16,w
1625,15,1,l
640,14,18,w
195,3,20,w
1276,15,1,l
1857,3,13,w
1657,7,1,l
918,20,12,w
111,17,4,l
1507,4,10,w
1908,1,16,l
1033,16,9,l
829,14,9,l
742,11,13,w
1695,18,8,l
681,3,10,l
817,13,17,w
99,1,6,w
1922,8,5,l
65,15,14,w
1481,11,15,l
1780,14,20,w
1414,15,8,l
346,3,6,l
1553,6,12,w
29,18,9,l
1626,10,17,l
1350,10,19,w
1210,13,16,l
205,9,12,l
245,19,3,w
384,9,17,w
995,10,12,w
207,10,4,l
786,19,7,w
387,2,19,w
1064,6,1,l
1749,6,2,w
1510,8,14,l
613,2,3,w
1396,11,16,w
455,7,17,l
1759,12,5,l
707,4,10,l
400,12,5,w
106,9,19,w
676,17,4,w
1590,1,10,l
1305,9,2,w
1787,3,1,w
1635,15,9,w
1129,11,12,w
651,16,20,w
1047,11,5,l
49,9,1,l
714,14,2,w
1564,13,10,w
1878,17,6,w
546,5,9,l
934,17,4,w
36,17,4,l
732,16,10,l
1756,13,17,l
1854,18,7,l
1385,17,13,w
452,19,13,l
158,7,13,w
280,17,10,w
1264,20,3,l
12,13,20,l
1416,2,3,l
1325,1,20,l
80,15,10,l
1440,11,1,w
1244,5,7,w
760,13,5,l
548,2,17,l
1980,13,2,w
1629,16,2,w
1835,1,18,w
103,14,12,w
1910,18,7,w
19,2,9,l
1096,7,2,w
1819,14,6,w
166,2,6,w
862,1,10,l
286,8,15,w
841,18,9,w
483,16,7,l
1059,20,12,w
1852,12,9,l
731,12,15,l
249,15,13,l
1952,4,19,w
1501,12,15,l
1180,8,14,w
70,5,12,l
1995,8,15,l
497,18,10,w
476,8,14,w
1785,12,7,l
687,20,6,l
335,3,1,l
140,1,17,l
1099,17,12,w
1118,12,7,l
257,11,8,w
1484,7,5,w
1711,11,16,l
407,1,16,w
200,7,11,w
1403,14,7,w
409,12,8,w
764,13,5,w
1054,20,12,w
1138,5,6,w
473,15,12,w
1105,3,16,l
1876,12,9,w
712,8,1,l
655,2,16,w
1392,4,6,l
28,18,11,l
1018,18,2,w
46,8,17,w
519,10,11,l
213,4,18,w
1231,10,15,l
1539,14,6,l
1238,15,7,w
420,11,7,l
1949,15,1,w
1924,19,14,w
785,20,15,w
517,9,19,l
108,17,6,l
774,2,12,w
1147,5,14,w
1636,3,17,w
1437,8,3,l
1153,13,12,w
1085,1,8,w
1230,15,1,w
1546,7,19,l
1318,18,20,l
1970,17,19,l
1175,13,5,w
1990,14,6,l
1299,16,18,l
1887,4,8,l
1436,9,11,w
939,1,12,l
683,12,14,w
1358,18,2,w
551,14,20,l
644,2,4,w
904,6,18,w
281,5,16,l
162,10,20,l
892,1,4,w
907,5,16,l
246,5,8,l
1375,13,2,w
969,4,12,l
984,3,19,w
1143,4,16,w
98,18,16,w
1218,8,14,l
716,9,4,l
188,6,20,w
1142,19,8,w
1023,19,20,l
394,11,17,l
469,19,13,l
443,8,4,w
751,20,15,l
1355,16,10,l
1950,18,16,l
1651,10,17,l
1439,11,10,w
426,9,4,w
180,5,15,l
1195,5,4,l
830,19,9,l
1983,14,18,w
628,3,17,l
1674,3,8,l
1354,19,10,l
1550,10,17,w
729,10,9,l
1809,2,3,l
718,15,16,w
1799,17,5,l
468,14,19,w
941,4,18,l
903,9,18,w
1504,2,14,l
1764,19,1,w
1658,5,19,w
1056,8,15,l
1576,10,1,l
590,11,20,w
474,7,18,l
1181,7,17,w
1685,10,18,w
901,18,19,l
583,3,5,w
1934,3,9,w
1212,17,14,l
506,7,19,l
818,4,14,l
132,15,14,w
913,7,16,w
1905,12,19,l
16,13,9,l
414,13,16,l
565,20,11,l
940,7,8,l
1807,8,13,w
1870,3,4,l
636,15,8,w
326,1,10,l
1079,4,7,l
1173,3,4,w
1880,17,9,w
1498,10,17,w
1977,8,7,w
423,14,18,w
797,15,12,w
1537,1,12,l
980,9,14,w
857,17,16,w
1954,18,6,w
227,5,11,l
1192,7,1,l
1083,13,19,l
1956,19,16,l
670,8,1,l
1073,19,16,l
23,1,10,w
755,19,8,l
1345,9,2,l
932,4,2,l
1790,1,10,l
1409,3,15,l
1411,12,4,l
1798,14,3,w
1282,16,18,w
791,18,19,l
143,12,6,w
1284,3,17,w
383,17,8,l
55,20,2,w
1001,12,2,l
1803,10,19,w
364,7,20,w
214,12,16,l
352,15,2,w
191,14,13,l
1699,15,4,l
925,12,4,w
1321,2,6,w
223,7,14,w
973,8,13,l
386,4,17,w
792,20,11,w
131,5,6,l
1086,7,11,l
419,7,4,l
781,2,12,l
801,8,10,l
677,20,8,l
315,3,9,l
1599,13,2,w
66,11,3,l
1519,14,10,w
668,2,3,l
1794,9,6,l
827,8,18,l
1985,19,10,l
859,9,6,l
462,9,14,w
1277,20,14,l
727,9,13,l
1024,3,1,l
1579,17,2,l
626,11,13,w
1531,17,18,w
285,9,2,l
768,7,6,l
1663,5,12,w
1861,1,15,w
1444,18,20,l
1121,7,13,w
1883,20,4,l
879,12,7,w
385,13,9,l
1434,14,9,l
1438,6,12,l
1452,15,11,l
945,16,5,l
960,16,1,l
1057,10,1,l
1163,13,4,l
972,1,8,w
430,3,11,w
465,14,13,l
1152,10,7,l
815,1,2,w
1858,15,20,w
1178,11,20,w
967,20,7,l
25,3,18,w
831,1,9,l
828,15,20,l
710,11,20,l
578,19,12,w
1836,2,12,w
1585,5,9,l
535,20,17,w
1113,18,5,w
283,1,18,w
391,15,10,w
563,6,16,w
620,7,10,w
1944,12,6,l
1470,4,2,w
403,3,2,w
1633,6,9,w
1337,2,8,l
1119,6,5,w
79,12,18,w
1287,3,5,w
147,3,18,l
1253,20,17,w
202,19,18,l
1525,7,13,l
567,8,6,w
161,16,10,l
1120,16,17,l
1364,6,17,w
1028,18,7,w
1906,14,17,l
169,9,19,w
736,5,4,l
156,19,20,w
544,1,5,l
1712,14,1,w
905,6,9,w
368,20,9,l
1831,6,17,w
784,10,15,l
1828,9,20,l
1773,4,16,l
1019,6,7,w
753,20,13,w
838,17,14,w
1503,10,8,l
1992,4,15,l
924,10,17,w
873,13,2,l
689,1,11,l
1050,3,18,l
953,9,4,l
85,18,17,w
1311,18,20,l
721,17,4,w
1217,2,16,w
1841,2,6,w
605,1,7,w
173,11,20,l
276,16,6,l
1791,13,17,l
1128,4,5,w
522,19,11,l
1971,20,15,w
1930,6,16,l
1919,10,3,w
1435,8,12,l
1979,16,14,w
627,3,8,w
448,3,1,w
811,13,2,w
481,16,15,l
1681,9,11,l
416,4,13,w
1315,13,16,l
425,20,15,w
75,19,11,w
1360,2,14,w
822,4,13,l
1191,16,8,w
550,2,17,l
971,9,4,w
1014,5,19,l
990,4,16,w
1077,17,1,l
766,8,10,l
660,8,17,w
367,10,9,l
1404,6,12,w
1966,10,19,l
1960,16,10,w
1246,16,3,l
1380,15,9,w
795,18,15,l
1728,4,14,l
1673,4,20,w
133,10,5,w
964,15,14,l
1603,7,11,l
1575,12,14,w
1607,6,7,l
1961,5,6,w
1041,1,9,w
1382,10,1,w
574,13,12,l
110,20,10,l
1456,9,6,w
1996,4,2,l
305,14,7,w
1909,6,1,w
1097,15,18,w
1506,4,9,l
1203,20,18,l
95,16,17,l
501,10,1,l
880,5,17,w
1410,9,12,w
1853,13,15,w
1911,15,1,w
775,4,15,w
1487,10,14,w
1521,3,19,l
389,14,3,w
268,5,6,w
1948,2,11,l
243,13,12,l
1432,16,4,w
889,4,17,l
1080,7,10,l
351,9,14,l
763,5,14,w
758,18,13,w
492,10,17,w
935,5,4,w
1898,11,20,w
431,4,16,l
694,10,15,w
1549,17,5,w
777,9,18,l
1371,14,15,l
43,18,5,l
1400,8,7,l
1279,13,20,l
361,16,5,w
45,19,11,w
1814,12,15,w
366,18,5,w
1630,18,17,w
1136,17,9,l
1399,18,13,w
1557,20,14,l
537,14,18,w
449,15,1,w
357,3,10,w
582,7,1,l
406,13,6,l
408,6,17,w
61,13,4,l
1523,8,3,l
738,14,9,l
1200,12,4,w
1482,11,18,w
1957,16,20,w
596,11,18,w
1690,8,5,l
1724,6,10,l
1682,17,6,w
62,12,3,l
1362,12,4,w
152,19,6,l
21,7,20,l
1867,19,16,l
14,1,10,w
378,1,11,l
820,17,4,w
421,19,6,l
1739,16,18,w
1328,14,16,l
985,2,11,w
490,4,15,l
437,6,4,w
1408,8,19,w
1497,4,19,w
472,15,20,w
457,2,19,w
1309,5,14,w
8,9,14,l
450,10,14,l
1016,20,3,w
87,9,15,w
1989,6,17,l
215,16,12,l
333,3,1,w
674,16,9,l
858,7,18,l
614,11,16,l
1262,20,12,w
688,17,11,w
1160,8,20,w
1185,9,6,l
679,7,18,w
1795,6,8,l
958,1,4,l
1808,1,4,w
1810,11,15,w
1627,7,16,w
141,12,17,w
413,13,17,w
1312,14,20,l
411,8,1,w
401,8,16,w
705,14,2,l
865,1,18,w
1451,20,12,l
1419,3,2,l
1039,14,5,w
487,4,19,l
118,13,6,w
297,16,11,l
1347,17,4,l
1202,19,14,w
1061,19,11,w
17,7,12,l
756,8,3,w
597,17,7,l
703,4,11,w
1236,5,7,l
1825,13,15,l
962,20,9,l
302,9,4,l
299,10,14,w
1109,15,19,w
1196,4,11,l
638,20,15,w
1571,13,15,w
1702,4,16,l
1051,10,12,l
893,10,1,w
1198,3,8,w
639,17,12,l
1649,6,17,l
1671,17,18,w
91,3,7,l
282,9,2,l
498,3,8,w
381,5,10,w
1580,15,2,l
1676,20,2,l
1882,6,5,w
863,10,13,l
728,16,20,l
525,4,7,w
1043,13,16,l
1306,1,2,l
259,9,18,l
1881,6,13,l
1634,10,4,l
1215,18,13,w
1886,13,16,l
1219,9,19,l
26,10,18,l
211,16,5,w
222,16,2,w
1818,17,2,w
1204,16,17,w
1623,15,2,l
1494,2,11,l
1999,16,10,w
54,19,1,w
1384,14,2,l
1875,18,7,l
696,7,10,l
1706,10,2,l
1445,11,7,w
1271,16,17,l
877,1,10,w
951,13,2,l
787,1,16,l
929,15,19,w
22,17,1,w
1850,19,15,l
1727,8,2,w
1624,1,16,l
478,13,6,l
842,3,7,l
1265,14,3,l
197,7,5,l
1963,18,7,w
782,2,5,l
604,10,13,w
1505,5,2,w
1978,6,12,w
115,18,16,w
1388,3,2,l
209,7,19,w
1717,20,1,l
1462,17,6,w
1459,4,20,w
1641,20,14,w
618,2,1,w
113,8,6,l
906,13,18,l
127,8,9,w
262,6,2,l
1931,12,3,w
1421,20,7,w
642,14,19,w
1874,10,18,w
69,11,7,l
1722,12,10,l
176,6,3,w
1584,10,6,l
1186,16,12,w
915,7,10,l
1466,19,17,l
196,2,5,l
899,16,8,l
1269,2,13,w
1229,16,10,w
150,8,7,l
1730,9,4,w
2000,15,5,w
684,19,17,w
112,7,4,w
698,8,5,l
489,5,2,w
1933,5,12,w
221,13,4,w
507,14,18,l
513,14,15,l
685,19,10,w
1467,19,18,l
1214,2,20,w
1776,9,3,w
1643,1,16,l
983,17,7,l
1955,12,17,w
199,19,9,l
1567,2,9,l
1283,2,18,l
129,2,19,w
637,11,13,w
675,6,3,w
337,12,8,l
404,5,10,l
512,10,11,w
153,14,9,l
1683,13,17,w
1413,18,2,w
463,14,11,l
52,8,10,w
1830,2,10,l
1982,10,15,w
686,2,9,l
399,16,20,l
803,8,12,w
11,3,10,w
648,17,6,l
1859,6,13,w
1091,7,5,l
861,7,6,w
570,6,8,w
97,4,1,l
460,17,15,w
1478,18,6,w
90,9,16,l
1060,10,13,l
741,9,19,l
1015,17,15,w
956,17,6,l
1062,18,19,w
1666,19,2,l
250,6,13,w
1577,4,17,w
1984,8,15,l
886,17,18,w
662,12,14,l
1736,17,2,w
1332,5,12,l
1379,18,11,l
1313,8,11,w
875,16,1,w
1618,8,18,w
930,1,14,w
1148,20,14,l
1395,3,18,w
518,10,1,l
1753,11,8,l
1092,13,8,w
1520,16,4,l
1420,11,13,w
1781,4,11,w
1389,14,11,w
1570,7,4,l
562,19,16,w
1493,10,12,l
1072,3,20,w
467,14,15,w
1812,9,6,l
532,14,13,l
1946,2,16,l
1533,7,11,w
1528,18,15,l
263,16,19,l
1968,5,3,l
134,10,14,w
360,3,4,w
1158,20,13,w
1235,4,11,l
1398,4,7,w
1991,3,4,l
1879,2,1,l
1656,16,8,l
1352,7,1,w
397,3,20,l
1131,10,6,l
350,3,17,w
1903,14,6,w
1693,2,13,w
1166,8,5,w
1837,20,4,l
228,1,15,l
812,11,10,w
1308,17,3,w
402,5,20,l
15,20,3,w
429,11,2,l
1242,1,20,l
1448,14,9,w
1442,7,20,w
1729,2,20,w
575,5,10,l
76,4,11,l
744,7,5,l
1012,15,9,l
480,5,13,l
453,6,5,l
1471,18,16,w
621,14,8,w
1281,10,5,w
1257,13,1,l
185,2,11,l
393,15,3,l
733,11,19,l
1453,1,10,w
1394,5,20,l
576,5,4,w
1554,15,6,l
41,19,11,w
1522,16,6,l
454,16,3,w
1614,5,19,w
911,9,18,l
396,15,13,w
759,3,13,w
948,10,1,w
256,20,5,w
18,11,14,w
1428,3,12,w
1573,3,14,w
363,12,10,l
793,12,3,w
734,20,12,w
1232,9,3,w
771,7,18,l
723,18,13,w
253,16,2,l
1377,17,2,w
912,8,2,w
1376,2,9,w
64,5,13,l
1104,16,10,l
159,4,12,l
1334,12,6,w
1330,15,7,l
167,1,18,l
1103,11,8,w
805,4,18,l
1562,20,14,l
1891,4,7,w
1441,18,15,w
1427,1,14,l
1139,12,9,l
847,6,19,l
356,19,6,l
1378,14,1,w
20,5,14,l
9,3,18,w
1976,4,3,l
1247,20,5,w
1890,5,19,w
1324,5,9,l
274,4,8,l
1417,12,8,l
33,15,7,w
673,6,14,l
1228,17,14,w
942,9,4,w
1642,20,4,w
700,18,4,l
659,5,11,l
1357,18,15,l
504,11,4,l
1669,14,8,l
928,14,3,l
1450,8,6,w
1542,3,14,l
536,20,19,w
1301,6,19,w
702,1,8,w
1397,15,6,l
1721,6,16,w
1726,2,4,l
1251,12,13,l
432,15,4,l
885,2,4,l
