player_no,bt_rating,elo_rating,wins
178,-2.725373,726.6,3.0
179,-5.879582,178.6,2.0
180,0.573863,1299.7,5.0
181,0.443239,1277.0,5.0
182,2.573890,1647.1,6.0
183,-5.331451,273.8,2.0
184,-1.411705,954.8,4.0
185,-1.628371,917.1,4.0
186,-1.320781,970.6,4.0
187,-1.403966,956.1,5.0
188,-0.390140,1132.2,4.0
189,2.803983,1687.1,7.0
190,-2.403785,782.4,4.0
191,-1.620062,918.6,5.0
192,-6.474774,75.2,2.0
193,-2.737218,724.5,3.0
194,-2.898441,696.5,4.0
195,3.863759,1871.2,6.0
196,-2.393524,784.2,4.0
197,-0.747988,1070.1,4.0
198,-2.134133,829.3,3.0
199,14.210351,3668.6,8.0
200,4.179762,1926.1,6.0
201,-0.438910,1123.8,4.0
202,1.028794,1378.7,5.0
203,-1.203403,990.9,4.0
204,1.872247,1525.2,6.0
205,0.527085,1291.6,4.0
206,-5.072405,318.8,2.0
207,0.838019,1345.6,5.0
208,1.409002,1444.8,6.0
209,0.966049,1367.8,5.0
210,-3.278089,630.5,3.0
211,2.998706,1720.9,6.0
212,-2.712620,728.8,3.0
213,-0.465500,1119.1,4.0
214,0.518656,1290.1,6.0
215,-1.261538,980.8,4.0
216,-2.284308,803.2,3.0
217,-4.118583,484.5,3.0
218,-1.237581,985.0,4.0
219,0.873851,1351.8,4.0
220,-1.508300,938.0,4.0
221,-2.388614,785.1,3.0
222,9.614665,2870.2,7.0
223,-3.174452,648.5,4.0
224,-3.108943,659.9,4.0
225,-0.330121,1142.7,5.0
226,4.590279,1997.4,7.0
227,1.228653,1413.4,5.0
228,-1.152669,999.8,5.0
229,-1.746219,896.7,4.0
230,0.206271,1235.8,5.0
231,1.502902,1461.1,5.0
232,2.399531,1616.8,6.0
233,2.247862,1590.5,6.0
234,3.531240,1813.4,6.0
235,-0.741647,1071.2,5.0
236,-1.540343,932.4,5.0
237,1.557412,1470.6,5.0
238,-5.058381,321.3,3.0
239,2.743298,1676.6,5.0
240,-5.971708,162.6,2.0
241,-3.051836,669.8,3.0
242,-7.416393,-88.4,1.0
243,2.543061,1641.8,6.0
244,3.897340,1877.0,7.0
245,-6.630386,48.2,2.0
246,2.575142,1647.3,5.0
247,4.160209,1922.7,6.0
248,1.554816,1470.1,5.0
249,0.064257,1211.2,4.0
250,0.833849,1344.9,5.0
251,0.856293,1348.8,5.0
252,-3.025431,674.4,4.0
253,1.169303,1403.1,4.0
254,-1.152514,999.8,3.0
255,0.789021,1337.1,5.0
256,6.614825,2349.1,7.0
257,-1.886643,872.3,4.0
258,1.034047,1379.6,5.0
259,-2.594394,749.3,4.0
260,1.821965,1516.5,5.0
261,0.154113,1226.8,4.0
262,-2.350103,791.7,4.0
263,2.580461,1648.3,6.0
264,-1.489799,941.2,3.0
265,-5.649896,218.5,2.0
266,4.131935,1917.8,7.0
267,1.641788,1485.2,5.0
268,-2.396198,783.7,4.0
269,-0.660819,1085.2,5.0
270,-2.628267,743.4,3.0
271,-4.198949,470.6,3.0
272,-2.057298,842.6,3.0
273,-1.025552,1021.8,5.0
274,4.083439,1909.4,6.0
275,1.420229,1446.7,5.0
276,1.784605,1510.0,6.0
277,3.609558,1827.0,6.0
278,-2.793718,714.7,3.0
279,5.319855,2124.2,7.0
280,-3.439165,602.6,2.0
281,-0.012812,1197.8,4.0
282,-4.832105,360.6,2.0
283,-1.648161,913.7,4.0
284,3.711851,1844.8,6.0
285,-1.271781,979.1,4.0
286,1.229641,1413.6,6.0
287,-2.304254,799.7,3.0
288,1.959854,1540.5,6.0
289,5.505132,2156.3,8.0
290,1.990377,1545.8,5.0
291,0.564179,1298.0,4.0
292,-3.120218,658.0,3.0
293,-0.502955,1112.6,5.0
294,2.539228,1641.1,5.0
295,3.938482,1884.2,6.0
296,-1.502853,938.9,5.0
297,3.359027,1783.5,7.0
298,2.933440,1709.6,5.0
299,-2.214321,815.3,3.0
300,3.157034,1748.4,6.0
301,-7.363115,-79.1,1.0
302,3.866940,1871.8,6.0
303,-0.932073,1038.1,5.0
304,3.182429,1752.8,6.0
305,-1.172885,996.2,3.0
306,-1.676153,908.8,4.0
307,-4.064457,493.9,2.0
308,0.260997,1245.3,6.0
309,-0.295501,1148.7,5.0
310,-3.008414,677.4,3.0
311,2.019519,1550.8,6.0
312,-0.393600,1131.6,4.0
313,2.293708,1598.5,5.0
314,6.564669,2340.4,7.0
315,1.962518,1540.9,6.0
316,-2.603705,747.7,4.0
317,0.356703,1262.0,5.0
318,1.147915,1399.4,5.0
319,1.883279,1527.2,6.0
320,6.627098,2351.2,8.0
321,-3.232187,638.5,2.0
322,2.628901,1656.7,7.0
323,2.182898,1579.2,5.0
324,3.811286,1862.1,7.0
325,0.204321,1235.5,5.0
326,0.645909,1312.2,5.0
327,5.214442,2105.8,7.0
328,-3.370540,614.5,4.0
329,19.414869,4572.7,8.0
330,1.805950,1513.7,5.0
331,-0.046283,1192.0,4.0
332,-4.479173,421.9,3.0
333,-1.799924,887.3,4.0
334,0.424692,1273.8,4.0
335,8.637864,2700.6,7.0
336,1.791387,1511.2,5.0
337,1.461178,1453.8,6.0
338,14.033012,3637.8,7.0
339,-2.414772,780.5,3.0
340,-7.472178,-98.1,2.0
341,2.208121,1583.6,5.0
342,0.280747,1248.8,5.0
343,-0.547509,1104.9,4.0
344,0.815731,1341.7,5.0
345,-2.834675,707.6,4.0
346,-2.607444,747.0,4.0
347,-2.377077,787.1,4.0
348,-0.702689,1077.9,4.0
349,0.454714,1279.0,5.0
350,3.529609,1813.2,7.0
351,-1.016732,1023.4,5.0
352,0.504851,1287.7,5.0
353,-0.954066,1034.3,4.0
354,1.374185,1438.7,4.0
355,-4.840874,359.1,2.0
356,-1.754537,895.2,4.0
357,-1.272153,979.0,5.0
358,0.919825,1359.8,5.0
359,0.639656,1311.1,4.0
360,-0.452055,1121.5,4.0
361,-3.179538,647.7,3.0
362,19.840410,4646.6,8.0
363,-2.170834,822.9,3.0
364,0.233306,1240.5,5.0
365,1.069876,1385.9,5.0
366,-2.484073,768.5,4.0
367,1.973294,1542.8,6.0
368,-1.749514,896.1,4.0
369,-6.773786,23.3,2.0
370,4.007285,1896.1,6.0
371,1.849753,1521.3,6.0
372,16.742760,4108.5,7.0
373,-0.373403,1135.1,4.0
374,2.419368,1620.3,6.0
375,1.685335,1492.8,5.0
376,3.859423,1870.5,6.0
377,-1.767316,893.0,4.0
378,0.300098,1252.1,5.0
379,-1.844486,879.6,5.0
380,-2.063236,841.6,3.0
381,-2.502331,765.3,4.0
382,1.549030,1469.1,6.0
383,-4.657093,391.0,2.0
384,-2.090683,836.8,4.0
385,-2.677017,735.0,3.0
386,0.563101,1297.8,5.0
387,2.090674,1563.2,5.0
388,2.289695,1597.8,5.0
389,-0.439455,1123.7,4.0
390,-3.878946,526.2,3.0
391,-0.341577,1140.7,3.0
392,-1.964189,858.8,4.0
393,-2.159532,824.9,4.0
394,2.667800,1663.4,5.0
395,27.132326,5913.4,9.0
396,3.417533,1793.7,6.0
397,-6.116970,137.4,2.0
398,-1.769557,892.6,4.0
399,0.220881,1238.4,5.0
400,0.012776,1202.2,6.0
401,1.753015,1504.5,6.0
402,1.470619,1455.5,5.0
403,0.879846,1352.8,6.0
404,-2.048652,844.1,5.0
405,-4.940180,341.8,2.0
406,1.149649,1399.7,6.0
407,-0.972946,1031.0,4.0
408,6.532471,2334.8,6.0
409,-2.560321,755.2,3.0
410,1.184760,1405.8,6.0
411,-2.204439,817.0,3.0
412,1.611625,1480.0,5.0
413,-3.163520,650.4,3.0
414,0.082963,1214.4,4.0
415,-0.731272,1073.0,4.0
416,8.500769,2676.7,8.0
417,-1.114272,1006.4,4.0
418,-5.187733,298.8,2.0
419,9.446080,2841.0,7.0
420,0.051276,1208.9,6.0
421,0.184707,1232.1,6.0
422,-0.793391,1062.2,3.0
423,3.416887,1793.6,7.0
424,-3.832612,534.2,3.0
425,-2.096412,835.8,4.0
426,-4.251490,461.4,3.0
427,2.422744,1620.9,6.0
428,3.310623,1775.1,6.0
429,1.344720,1433.6,5.0
430,-0.014159,1197.5,4.0
431,3.464485,1801.8,7.0
432,-6.100089,140.3,3.0
433,-3.357854,616.7,3.0
434,-3.919094,519.2,2.0
435,-2.119253,831.8,3.0
436,0.682271,1318.5,5.0
437,3.356290,1783.0,5.0
438,-1.323013,970.2,4.0
439,-1.270761,979.2,5.0
440,1.137986,1397.7,6.0
441,-2.334199,794.5,3.0
442,-4.143630,480.2,3.0
443,1.361142,1436.5,5.0
444,0.675292,1317.3,5.0
445,-0.606307,1094.7,4.0
446,1.283934,1423.0,5.0
447,-2.735715,724.8,3.0
448,-3.054428,669.4,4.0
449,0.146584,1225.5,4.0
450,1.469155,1455.2,6.0
451,0.785070,1336.4,5.0
452,0.738712,1328.3,4.0
453,3.162065,1749.3,6.0
454,1.440462,1450.2,6.0
455,1.053521,1383.0,6.0
456,0.758224,1331.7,5.0
457,1.039305,1380.5,5.0
458,-7.177930,-46.9,1.0
459,-3.165827,650.0,3.0
460,-3.246802,636.0,3.0
461,-3.105435,660.5,3.0
462,-6.830706,13.4,2.0
463,-3.307948,625.4,3.0
464,0.787918,1336.9,6.0
465,-1.311500,972.2,3.0
466,21.364668,4911.4,8.0
467,4.417983,1967.5,6.0
468,-1.105996,1007.9,4.0
469,0.339157,1258.9,5.0
470,-2.793016,714.8,3.0
471,-0.156985,1172.7,5.0
472,0.958368,1366.5,6.0
473,-3.061005,668.2,3.0
474,13.085157,3473.1,7.0
475,0.920181,1359.9,6.0
476,2.074094,1560.3,6.0
477,-3.741232,550.1,3.0
478,-8.580108,-290.5,1.0
479,-0.847275,1052.8,5.0
480,-1.386904,959.1,4.0
481,-1.666071,910.6,3.0
482,-1.923315,865.9,4.0
483,-3.876035,526.7,2.0
484,-3.403670,608.7,3.0
485,-4.905234,347.9,3.0
486,-3.495537,592.8,4.0
487,6.569482,2341.2,7.0
488,2.150229,1573.5,5.0
489,1.308923,1427.4,5.0
490,1.339022,1432.6,5.0
491,-2.794664,714.5,3.0
492,-0.424279,1126.3,5.0
493,-1.867353,875.6,3.0
494,-3.668424,562.7,3.0
495,0.398272,1269.2,5.0
496,-3.915503,519.8,3.0
497,4.880552,2047.8,7.0
498,-2.554393,756.3,4.0
499,-5.167358,302.3,3.0
500,0.366552,1263.7,5.0
501,-1.404799,956.0,4.0
502,-0.572269,1100.6,5.0
503,-1.051640,1017.3,4.0
504,-1.596654,922.6,4.0
505,-0.801932,1060.7,4.0
506,-0.020471,1196.4,4.0
507,0.985699,1371.2,5.0
508,-1.260307,981.1,4.0
509,-1.885086,872.5,3.0
510,2.209028,1583.7,7.0
511,1.330221,1431.1,6.0
512,4.238446,1936.3,7.0
