player_no,bt_rating,elo_rating,wins
80,1.930719,1535.4,6.0
81,2.840463,1693.4,6.0
82,-0.100115,1182.6,5.0
83,-6.957551,-8.7,1.0
84,3.439940,1797.6,6.0
85,1.563208,1471.6,5.0
86,0.782738,1336.0,5.0
87,-0.130747,1177.3,5.0
88,-0.521108,1109.5,4.0
89,-4.665249,389.6,2.0
90,1.339391,1432.7,5.0
91,-1.159017,998.7,4.0
92,3.823402,1864.2,7.0
93,7.863445,2566.0,8.0
94,2.549852,1643.0,6.0
95,2.163618,1575.9,5.0
96,1.002322,1374.1,4.0
97,4.152660,1921.4,7.0
98,0.594367,1303.3,6.0
99,0.760401,1332.1,5.0
100,-2.247546,809.6,3.0
101,-0.252692,1156.1,4.0
102,-3.942438,515.1,2.0
103,1.226836,1413.1,5.0
104,0.004087,1200.7,4.0
105,2.630423,1657.0,6.0
106,-2.549015,757.2,3.0
107,2.263841,1593.3,6.0
108,0.782756,1336.0,4.0
109,-2.506252,764.6,4.0
110,-0.313072,1145.6,5.0
111,2.807253,1687.7,6.0
112,-0.277322,1151.8,3.0
113,-1.429621,951.6,4.0
114,-0.747151,1070.2,4.0
115,1.656659,1487.8,6.0
116,0.515714,1289.6,3.0
117,-1.783361,890.2,4.0
118,0.555848,1296.6,5.0
119,2.984812,1718.5,6.0
120,1.334976,1431.9,5.0
121,-2.659027,738.1,3.0
122,-0.831166,1055.6,3.0
123,-0.761809,1067.7,4.0
124,0.525481,1291.3,5.0
125,-2.599216,748.5,3.0
126,1.662499,1488.8,5.0
127,-2.208758,816.3,4.0
128,-0.154067,1173.2,4.0
129,-1.153322,999.6,4.0
130,-2.058819,842.3,3.0
131,-0.145119,1174.8,5.0
132,-0.930046,1038.4,4.0
133,0.806011,1340.0,5.0
134,-0.064386,1188.8,5.0
135,-1.222816,987.6,5.0
136,-6.909626,-0.3,2.0
137,-2.990533,680.5,3.0
138,7.318449,2471.3,7.0
139,0.751006,1330.5,5.0
140,-1.672057,909.5,4.0
141,14.647542,3744.5,8.0
142,-2.727475,726.2,3.0
143,0.813763,1341.4,6.0
144,-0.609474,1094.1,4.0
145,-3.828099,535.0,2.0
146,3.295492,1772.5,5.0
147,0.972382,1368.9,5.0
148,-3.750609,548.5,2.0
149,3.870687,1872.4,6.0
150,-0.878394,1047.4,4.0
151,-2.376528,787.2,4.0
152,-5.387551,264.1,2.0
153,-1.177144,995.5,4.0
154,-2.424479,778.8,5.0
155,-2.729306,725.9,3.0
156,-0.301253,1147.7,5.0
157,0.292451,1250.8,4.0
158,-4.791898,367.6,2.0
159,-1.968984,858.0,3.0
160,-2.521866,761.9,3.0
161,-1.502623,939.0,0
162,1.544686,1468.3,6.0
163,5.453347,2147.3,7.0
164,-3.858454,529.7,2.0
165,-3.231319,638.7,4.0
166,-5.938757,168.3,3.0
167,4.398128,1964.0,6.0
168,2.713317,1671.4,5.0
169,-1.720796,901.1,3.0
170,-2.222266,814.0,3.0
171,-0.384741,1133.2,5.0
172,-2.611047,746.4,3.0
173,-3.605092,573.7,4.0
174,-0.920675,1040.1,4.0
175,-1.085461,1011.4,4.0
176,-0.510725,1111.3,4.0
177,-6.348062,97.2,2.0
178,-2.579194,751.9,3.0
179,-5.478795,248.2,2.0
180,0.589575,1302.4,5.0
181,0.458893,1279.7,5.0
182,2.523400,1638.4,6.0
183,-3.748125,548.9,2.0
184,-1.320797,970.6,4.0
185,-1.489014,941.3,4.0
186,-1.209747,989.8,4.0
187,-1.312999,971.9,5.0
188,-0.356909,1138.0,4.0
189,2.765223,1680.4,7.0
190,-2.315968,797.7,4.0
191,-1.528481,934.5,5.0
192,-6.096901,140.9,2.0
193,-2.540700,758.6,3.0
194,-2.566746,754.1,4.0
195,3.781302,1856.9,6.0
196,-2.228802,812.8,4.0
197,-0.705419,1077.5,4.0
198,-1.982208,855.7,3.0
199,10.636849,3047.8,8.0
200,4.076149,1908.1,6.0
201,-0.389571,1132.3,4.0
202,1.058376,1383.9,5.0
203,-1.137972,1002.3,4.0
204,1.841119,1519.8,6.0
205,0.524179,1291.1,4.0
206,-4.725818,379.0,2.0
207,0.829347,1344.1,5.0
208,1.395028,1442.3,6.0
209,0.956596,1366.2,5.0
210,-3.109114,659.9,3.0
211,2.957959,1713.9,6.0
212,-2.590429,750.0,3.0
213,-0.439886,1123.6,4.0
214,0.545386,1294.7,6.0
215,-1.175484,995.8,4.0
216,-2.204324,817.1,3.0
217,-3.100119,661.5,3.0
218,-1.115121,1006.3,4.0
219,0.882155,1353.2,4.0
220,-1.418947,953.5,4.0
221,-2.268083,806.0,3.0
222,7.518273,2506.1,7.0
223,-3.014384,676.3,4.0
224,-2.961853,685.5,4.0
225,-0.286263,1150.3,5.0
226,4.507875,1983.1,7.0
227,1.206189,1409.5,5.0
228,-1.063221,1015.3,5.0
229,-1.663195,911.1,4.0
230,0.236911,1241.2,5.0
231,1.478719,1456.9,5.0
232,2.368286,1611.4,6.0
233,2.221181,1585.9,6.0
234,3.458425,1800.8,6.0
235,-0.656879,1085.9,5.0
236,-1.458448,946.6,5.0
237,1.536146,1466.9,5.0
238,-4.422641,431.7,3.0
239,2.699645,1669.0,5.0
240,-5.581545,230.4,2.0
241,-2.949108,687.7,3.0
242,-6.429790,83.0,1.0
243,2.501879,1634.6,6.0
244,3.833578,1866.0,7.0
245,-6.159482,130.0,2.0
246,2.530737,1639.6,5.0
247,4.069947,1907.0,6.0
248,1.540024,1467.5,5.0
249,0.073294,1212.7,4.0
250,0.838200,1345.6,5.0
251,0.862341,1349.8,5.0
252,-2.856910,703.7,4.0
253,1.158732,1401.3,4.0
254,-1.091902,1010.3,3.0
255,0.788223,1336.9,5.0
256,6.409575,2313.5,7.0
257,-1.774685,891.7,4.0
258,1.025312,1378.1,5.0
259,-2.431813,777.6,4.0
260,1.803209,1513.2,5.0
261,0.157035,1227.3,4.0
262,-2.203702,817.2,4.0
263,2.547856,1642.6,6.0
264,-1.435198,950.7,3.0
265,-5.281963,282.4,2.0
266,4.066830,1906.5,7.0
267,1.629945,1483.2,5.0
268,-2.244372,810.1,4.0
269,-0.606514,1094.6,5.0
270,-2.478762,769.4,3.0
271,-4.009378,503.5,3.0
272,-1.964925,858.7,3.0
273,-0.955022,1034.1,5.0
274,4.011214,1896.8,6.0
275,1.410992,1445.1,5.0
276,1.762990,1506.3,6.0
277,3.490313,1806.3,6.0
278,-2.676694,735.0,3.0
279,5.214717,2105.9,7.0
280,-3.265027,632.8,2.0
281,-0.006238,1198.9,4.0
282,-4.594665,401.8,2.0
283,-1.538653,932.7,4.0
284,3.654996,1834.9,6.0
285,-1.202080,991.2,4.0
286,1.231345,1413.9,6.0
287,-2.172932,822.5,3.0
288,1.940398,1537.1,6.0
289,5.408611,2139.6,8.0
290,1.957221,1540.0,5.0
291,0.557761,1296.9,4.0
292,-2.849902,704.9,3.0
293,-0.462337,1119.7,5.0
294,2.500417,1634.4,5.0
295,3.867172,1871.8,6.0
296,-1.367379,962.5,5.0
297,3.272786,1768.5,7.0
298,2.873439,1699.2,5.0
299,-2.128844,830.2,3.0
300,3.109119,1740.1,6.0
301,-6.771747,23.6,1.0
302,3.772330,1855.3,6.0
303,-0.858792,1050.8,5.0
304,3.132115,1744.1,6.0
305,-1.136865,1002.5,3.0
306,-1.500295,939.4,4.0
307,-3.884125,525.3,2.0
308,0.286336,1249.7,6.0
309,-0.235912,1159.0,5.0
310,-2.879385,699.8,3.0
311,1.993527,1546.3,6.0
312,-0.345928,1139.9,4.0
313,2.257398,1592.2,5.0
314,6.326980,2299.1,7.0
315,1.942129,1537.4,6.0
316,-2.485864,768.2,4.0
317,0.389247,1267.6,5.0
318,1.145586,1399.0,5.0
319,1.860593,1523.2,6.0
320,6.483731,2326.3,8.0
321,-3.102432,661.1,2.0
322,2.615117,1654.3,7.0
323,2.132625,1570.5,5.0
324,3.758445,1852.9,7.0
325,0.213040,1237.0,5.0
326,0.647944,1312.6,5.0
327,5.111760,2088.0,7.0
328,-3.025061,674.5,4.0
329,13.975377,3627.8,8.0
330,1.788942,1510.8,5.0
331,-0.031701,1194.5,4.0
332,-4.222843,466.4,3.0
333,-1.689140,906.6,4.0
334,0.439254,1276.3,4.0
335,8.315321,2644.5,7.0
336,1.764609,1506.5,5.0
337,1.449804,1451.9,6.0
338,10.406874,3007.9,7.0
339,-2.298289,800.7,3.0
340,-5.538122,237.9,2.0
341,2.164957,1576.1,5.0
342,0.286339,1249.7,5.0
343,-0.501480,1112.9,4.0
344,0.833037,1344.7,5.0
345,-2.669536,736.3,4.0
346,-2.353158,791.2,4.0
347,-2.230953,812.4,4.0
348,-0.655270,1086.2,4.0
349,0.462054,1280.3,5.0
350,3.442789,1798.1,7.0
351,-0.942037,1036.4,5.0
352,0.510169,1288.6,5.0
353,-0.897570,1044.1,4.0
354,1.354569,1435.3,4.0
355,-4.468217,423.8,2.0
356,-1.590770,923.7,4.0
357,-1.169711,996.8,5.0
358,0.904407,1357.1,5.0
359,0.637412,1310.7,4.0
360,-0.420328,1127.0,4.0
361,-2.980984,682.2,3.0
362,14.353044,3693.4,8.0
363,-2.070395,840.3,3.0
364,0.260559,1245.3,5.0
365,1.058610,1383.9,5.0
366,-2.373104,787.7,4.0
367,1.956928,1540.0,6.0
368,-1.651917,913.0,4.0
369,-5.066694,319.8,2.0
370,3.940813,1884.6,6.0
371,1.831704,1518.2,6.0
372,11.661140,3225.7,7.0
373,-0.352941,1138.7,4.0
374,2.396985,1616.4,6.0
375,1.673019,1490.6,5.0
376,3.782762,1857.1,6.0
377,-1.627911,917.2,4.0
378,0.319768,1255.5,5.0
379,-1.693273,905.8,5.0
380,-1.871960,874.8,3.0
381,-2.394604,784.0,4.0
382,1.539910,1467.5,6.0
383,-4.439128,428.8,2.0
384,-1.968442,858.0,4.0
385,-2.442594,775.7,3.0
386,0.586540,1301.9,5.0
387,2.067233,1559.1,5.0
388,2.226272,1586.7,5.0
389,-0.396858,1131.1,4.0
390,-3.558626,581.8,3.0
391,-0.319650,1144.5,3.0
392,-1.850605,878.5,4.0
393,-2.038235,845.9,4.0
394,2.629397,1656.8,5.0
395,18.937396,4489.8,9.0
396,3.348412,1781.7,6.0
397,-5.732447,204.2,2.0
398,-1.700342,904.6,4.0
399,0.267615,1246.5,5.0
400,0.063018,1210.9,6.0
401,1.735140,1501.4,6.0
402,1.470391,1455.4,5.0
403,0.895333,1355.5,6.0
404,-1.886612,872.3,5.0
405,-4.335412,446.9,2.0
406,1.142630,1398.5,6.0
407,-0.896298,1044.3,4.0
408,5.888284,2222.9,6.0
409,-2.393052,784.3,3.0
410,1.205433,1409.4,6.0
411,-2.083879,838.0,3.0
412,1.591832,1476.5,5.0
413,-2.983292,681.7,3.0
414,0.100750,1217.5,4.0
415,-0.687801,1080.5,4.0
416,8.201544,2624.8,8.0
417,-1.056306,1016.5,4.0
418,-4.898703,349.0,2.0
419,7.642482,2527.6,7.0
420,0.085039,1214.8,6.0
421,0.209168,1236.3,6.0
422,-0.757606,1068.4,3.0
423,3.369291,1785.3,7.0
424,-3.395942,610.1,3.0
425,-1.934649,863.9,4.0
426,-4.024518,500.9,3.0
427,2.381733,1613.7,6.0
428,3.265378,1767.3,6.0
429,1.314099,1428.3,5.0
430,0.012473,1202.2,4.0
431,3.412941,1792.9,7.0
432,-5.456279,252.1,3.0
433,-3.134616,655.5,3.0
434,-3.791001,541.4,2.0
435,-2.057365,842.6,3.0
436,0.694062,1320.6,5.0
437,3.284587,1770.6,5.0
438,-1.244057,983.9,4.0
439,-1.197396,992.0,5.0
440,1.132692,1396.8,6.0
441,-2.235211,811.7,3.0
442,-3.903344,521.9,3.0
443,1.356266,1435.6,5.0
444,0.686022,1319.2,5.0
445,-0.514050,1110.7,4.0
446,1.276561,1421.8,5.0
447,-2.604303,747.6,3.0
448,-2.890442,697.9,4.0
449,0.158649,1227.6,4.0
450,1.452713,1452.4,6.0
451,0.795395,1338.2,5.0
452,0.719794,1325.0,4.0
453,3.105813,1739.5,6.0
454,1.427430,1448.0,6.0
455,1.040556,1380.8,6.0
456,0.762148,1332.4,5.0
457,1.035226,1379.8,5.0
458,-6.801701,18.4,1.0
459,-3.028070,674.0,3.0
460,-3.035705,672.6,3.0
461,-2.933939,690.3,3.0
462,-6.070230,145.5,2.0
463,-3.152209,652.4,3.0
464,0.808299,1340.4,6.0
465,-1.249662,982.9,3.0
466,14.605845,3737.3,8.0
467,4.338003,1953.6,6.0
468,-1.048893,1017.8,4.0
469,0.355649,1261.8,5.0
470,-2.689578,732.8,3.0
471,-0.124963,1178.3,5.0
472,0.965344,1367.7,6.0
473,-2.932796,690.5,3.0
474,9.619860,2871.1,7.0
475,0.916694,1359.2,6.0
476,2.054027,1556.8,6.0
477,-3.509668,590.3,3.0
478,-7.794719,-154.1,1.0
479,-0.790097,1062.7,5.0
480,-1.322416,970.3,4.0
481,-1.592301,923.4,3.0
482,-1.784340,890.0,4.0
483,-3.704806,556.4,2.0
484,-3.051610,669.9,3.0
485,-4.516099,415.5,3.0
486,-3.219370,640.7,4.0
487,6.393746,2310.7,7.0
488,2.118293,1568.0,5.0
489,1.293068,1424.6,5.0
490,1.337022,1432.3,5.0
491,-2.617339,745.3,3.0
492,-0.388055,1132.6,5.0
493,-1.777872,891.2,3.0
494,-3.269720,632.0,3.0
495,0.423395,1273.6,5.0
496,-3.542539,584.6,3.0
497,4.763794,2027.6,7.0
498,-2.396904,783.6,4.0
499,-4.302731,452.5,3.0
500,0.379183,1265.9,5.0
501,-1.302841,973.7,4.0
502,-0.530347,1107.9,5.0
503,-0.983656,1029.1,4.0
504,-1.520452,935.9,4.0
505,-0.760903,1067.8,4.0
506,0.000502,1200.1,4.0
507,0.991330,1372.2,5.0
508,-1.146680,1000.8,4.0
509,-1.773085,892.0,3.0
510,2.192263,1580.8,7.0
511,1.328747,1430.8,6.0
512,4.151281,1921.2,7.0
