player_no,bt_rating,elo_rating,wins
203,-0.371870,1135.4,4
204,1.027554,1378.5,6
205,0.298984,1251.9,4
206,-2.297889,800.8,2
207,0.463120,1280.5,5
208,1.030618,1379.0,6
209,0.554820,1296.4,5
210,-1.304065,973.5,3
211,1.633887,1483.8,6
212,-1.153252,999.7,3
213,-0.106994,1181.4,4
214,0.592916,1303.0,6
215,-0.379493,1134.1,4
216,-1.035581,1020.1,3
217,-1.704576,903.9,3
218,-0.367916,1136.1,4
219,0.594562,1303.3,4
220,-0.501942,1112.8,4
221,-1.082224,1012.0,3
222,2.192309,1580.8,7
223,-1.080343,1012.3,4
224,-1.378769,960.5,4
225,-0.092490,1183.9,5
226,2.305190,1600.5,7
227,0.471797,1282.0,5
228,-0.264588,1154.0,5
229,-0.615321,1093.1,4
230,0.257340,1244.7,5
231,0.633751,1310.1,5
232,1.302619,1426.3,6
233,1.331306,1431.3,6
234,1.674698,1490.9,6
235,-0.021855,1196.2,5
236,-0.344902,1140.1,5
237,0.791560,1337.5,5
238,-2.031886,847.0,3
239,1.310035,1427.6,5
240,-2.106393,834.1,2
241,-1.430931,951.4,3
242,-3.107186,660.2,1
243,1.214947,1411.1,6
244,1.864775,1523.9,7
245,-2.607926,747.0,2
246,1.211206,1410.4,5
247,1.779115,1509.1,6
248,0.686821,1319.3,5
249,0.060298,1210.5,4
250,0.287805,1250.0,5
251,0.472846,1282.1,5
252,-1.172486,996.3,4
253,0.513490,1289.2,4
254,-0.487961,1115.2,3
255,0.611593,1306.2,5
256,2.527863,1639.1,7
257,-0.916969,1040.7,4
258,0.539357,1293.7,5
259,-1.264415,980.3,4
260,0.898305,1356.1,5
261,-0.024073,1195.8,4
262,-0.967057,1032.0,4
263,1.265117,1419.8,6
264,-0.768312,1066.5,3
265,-2.129868,830.0,2
266,1.927849,1534.9,7
267,1.012492,1375.9,5
268,-1.020919,1022.6,4
269,-0.147992,1174.3,5
270,-1.007272,1025.0,3
271,-1.839115,880.5,3
272,-0.897263,1044.1,3
273,-0.281810,1151.0,5
274,1.779929,1509.2,6
275,0.685248,1319.0,5
276,0.980632,1370.4,6
277,1.439309,1450.0,6
278,-1.265648,980.1,3
279,2.319602,1603.0,7
280,-1.433049,951.1,2
281,-0.044040,1192.3,4
282,-1.838433,880.6,2
283,-0.454210,1121.1,4
284,1.888504,1528.1,6
285,-0.431467,1125.0,4
286,0.707287,1322.9,6
287,-1.006914,1025.1,3
288,0.923610,1360.4,6
289,2.303226,1600.1,8
290,1.024698,1378.0,5
291,0.260821,1245.3,4
292,-1.483897,942.2,3
293,-0.240149,1158.3,5
294,1.209115,1410.0,5
295,1.919593,1533.5,6
296,-0.288312,1149.9,5
297,1.260270,1418.9,7
298,1.319829,1429.3,5
299,-0.831925,1055.5,3
300,1.598265,1477.6,6
301,-2.952747,687.1,1
302,1.620516,1481.5,6
303,-0.198148,1165.6,5
304,1.358570,1436.0,6
305,-0.662834,1084.9,3
306,-0.616947,1092.8,4
307,-1.957737,859.9,2
308,0.425533,1273.9,6
309,0.131146,1222.8,5
310,-1.463296,945.8,3
311,1.080801,1387.8,6
312,-0.067824,1188.2,4
313,1.131273,1396.5,5
314,2.347827,1607.9,7
315,0.974176,1369.2,6
316,-1.007658,1025.0,4
317,0.286331,1249.7,5
318,0.680239,1318.2,5
319,0.930715,1361.7,6
320,2.955760,1713.5,8
321,-1.547166,931.2,2
322,1.434344,1449.2,7
323,1.075870,1386.9,5
324,1.882774,1527.1,7
325,-0.076186,1186.8,5
326,0.378788,1265.8,5
327,2.426640,1621.6,7
328,-1.314529,971.6,4
329,3.098690,1738.3,8
330,1.135860,1397.3,5
331,0.132238,1223.0,4
332,-1.831748,881.8,3
333,-0.609617,1094.1,4
334,0.397147,1269.0,4
335,2.963497,1714.8,7
336,0.900684,1356.5,5
337,0.804322,1339.7,6
338,2.787066,1684.2,7
339,-0.917629,1040.6,3
340,-3.014016,676.4,2
341,1.189397,1406.6,5
342,0.225780,1239.2,5
343,-0.236737,1158.9,4
344,0.611054,1306.2,5
345,-1.130272,1003.7,4
346,-0.741614,1071.2,4
347,-0.940070,1036.7,4
348,-0.176774,1169.3,4
349,0.253086,1244.0,5
350,1.523549,1464.7,7
351,-0.115814,1179.9,5
352,0.324626,1256.4,5
353,-0.317567,1144.8,4
354,0.538667,1293.6,4
355,-2.233470,812.0,2
356,-0.673622,1083.0,4
357,-0.218984,1162.0,5
358,0.510248,1288.6,5
359,0.203942,1235.4,4
360,-0.150516,1173.9,4
361,-1.282203,977.3,3
362,3.239563,1762.8,8
363,-1.029228,1021.2,3
364,0.323796,1256.2,5
365,0.546423,1294.9,5
366,-0.785122,1063.6,4
367,1.132519,1396.7,6
368,-0.839964,1054.1,4
369,-2.749720,722.3,2
370,1.891563,1528.6,6
371,0.887591,1354.2,6
372,2.898655,1703.5,7
373,-0.349752,1139.2,4
374,1.328485,1430.8,6
375,0.983641,1370.9,5
376,1.599467,1477.9,6
377,-0.519039,1109.8,4
378,0.217618,1237.8,5
379,-0.655441,1086.1,5
380,-0.755970,1068.7,3
381,-1.071246,1013.9,4
382,0.984554,1371.0,6
383,-1.788971,889.2,2
384,-0.840282,1054.0,4
385,-1.309154,972.6,3
386,0.598156,1303.9,5
387,1.384465,1440.5,5
388,0.857378,1348.9,5
389,-0.224543,1161.0,4
390,-1.662409,911.2,3
391,-0.157588,1172.6,3
392,-0.952542,1034.5,4
393,-0.987383,1028.5,4
394,1.255114,1418.0,5
395,3.740161,1849.7,9
396,1.522629,1464.5,6
397,-2.383068,786.0,2
398,-0.814904,1058.4,4
399,0.494965,1286.0,5
400,0.303623,1252.7,6
401,0.888042,1354.3,6
402,1.022772,1377.7,5
403,0.695615,1320.8,6
404,-0.755927,1068.7,5
405,-2.159980,824.8,2
406,0.678931,1317.9,6
407,-0.168553,1170.7,4
408,2.268170,1594.0,6
409,-1.210147,989.8,3
410,0.884972,1353.7,6
411,-0.697047,1078.9,3
412,0.941348,1363.5,5
413,-1.397712,957.2,3
414,0.048795,1208.5,4
415,-0.201376,1165.0,4
416,2.803749,1687.1,8
417,-0.467638,1118.8,4
418,-2.258489,807.7,2
419,2.597549,1651.2,7
420,0.328281,1257.0,6
421,0.219277,1238.1,6
422,-0.342206,1140.6,3
423,1.802206,1513.1,7
424,-1.603240,921.5,3
425,-0.731187,1073.0,4
426,-1.708478,903.2,3
427,1.190632,1406.8,6
428,1.561649,1471.3,6
429,0.533761,1292.7,5
430,0.081640,1214.2,4
431,1.888166,1528.0,7
432,-2.536202,759.4,3
433,-1.313713,971.8,3
434,-1.713845,902.3,2
435,-0.875606,1047.9,3
436,0.627004,1308.9,5
437,1.372107,1438.4,5
438,-0.460732,1120.0,4
439,-0.314144,1145.4,5
440,0.655390,1313.9,6
441,-0.889418,1045.5,3
442,-1.686225,907.1,3
443,0.805804,1340.0,5
444,0.440921,1276.6,5
445,-0.244744,1157.5,4
446,0.823595,1343.1,5
447,-1.235186,985.4,3
448,-1.240952,984.4,4
449,0.057127,1209.9,4
450,0.796350,1338.3,6
451,0.522071,1290.7,5
452,0.220845,1238.4,4
453,1.556408,1470.4,6
454,0.773963,1334.5,6
455,0.501126,1287.1,6
456,0.429652,1274.6,5
457,0.665560,1315.6,5
458,-2.879388,699.8,1
459,-1.531663,933.9,3
460,-1.159114,998.6,3
461,-1.224825,987.2,3
462,-2.540357,758.7,2
463,-1.516188,936.6,3
464,0.626868,1308.9,6
465,-0.670312,1083.6,3
466,3.189407,1754.1,8
467,2.106549,1565.9,6
468,-0.414880,1127.9,4
469,0.280243,1248.7,5
470,-1.384647,959.5,3
471,0.098937,1217.2,5
472,0.402124,1269.9,6
473,-1.382329,959.9,3
474,2.667688,1663.4,7
475,0.765825,1333.0,6
476,1.130940,1396.5,6
477,-1.688749,906.6,3
478,-3.509114,590.4,1
479,-0.374042,1135.0,5
480,-0.566586,1101.6,4
481,-0.644979,1088.0,3
482,-0.676641,1082.5,4
483,-1.790913,888.9,2
484,-1.373632,961.4,3
485,-1.863450,876.3,3
486,-1.549311,930.9,4
487,2.659012,1661.9,7
488,1.074645,1386.7,5
489,0.814233,1341.4,5
490,0.767783,1333.4,5
491,-1.089162,1010.8,3
492,-0.071172,1187.6,5
493,-0.835176,1054.9,3
494,-1.496631,940.0,3
495,0.378400,1265.7,5
496,-1.683960,907.5,3
497,2.204184,1582.9,7
498,-0.798104,1061.4,4
499,-1.932068,864.4,3
500,0.388562,1267.5,5
501,-0.525136,1108.8,4
502,-0.278575,1151.6,5
503,-0.417370,1127.5,4
504,-0.860527,1050.5,4
505,-0.413473,1128.2,4
506,0.053216,1209.2,4
507,0.660595,1314.8,5
508,-0.331600,1142.4,4
509,-0.737762,1071.8,3
510,1.302836,1426.3,7
511,0.841808,1346.2,6
512,1.703081,1495.9,7
