game_no,player_first,player_second,result
350,20,12,w
351,12,19,l
352,19,7,l
353,19,7,w
354,1,18,w
355,11,15,w
356,7,14,l
357,10,17,l
358,20,3,w
359,9,15,w
360,15,19,w
361,17,12,l
362,16,11,w
363,3,10,l
364,5,17,l
365,13,11,l
366,11,8,w
367,8,11,w
368,18,7,l
369,1,2,w
370,1,9,w
371,10,4,w
372,10,18,w
373,2,10,w
374,11,15,w
375,4,10,w
376,3,13,w
377,20,11,l
378,17,1,w
379,20,13,w
380,16,5,w
381,1,6,w
382,14,15,w
383,4,3,w
384,2,20,l
385,14,3,w
386,5,2,l
387,16,4,w
388,3,4,w
389,14,10,l
390,18,1,w
391,18,5,l
392,11,10,w
393,1,5,w
394,6,20,w
395,10,7,l
396,10,11,l
397,6,15,l
398,6,20,l
399,15,2,w
400,5,19,w
401,12,1,l
402,7,13,l
403,3,9,l
404,1,14,l
405,18,1,l
406,9,18,w
407,1,16,l
408,6,3,w
409,20,4,w
410,17,13,w
411,11,2,l
412,7,20,w
413,18,3,l
414,20,6,w
415,20,18,w
416,10,3,w
417,3,17,w
418,17,20,l
419,17,10,l
420,15,6,w
421,13,7,w
422,9,17,l
423,6,11,l
424,16,7,l
425,19,5,l
426,7,19,l
427,17,13,l
428,5,14,l
429,5,3,l
430,15,10,l
431,7,6,l
432,9,19,w
433,2,10,w
434,3,7,w
435,15,7,l
436,18,3,l
437,9,15,w
438,12,14,w
439,18,19,l
440,20,9,w
441,9,17,w
442,14,8,w
443,20,18,l
444,10,12,w
445,8,13,w
446,3,8,w
447,18,17,w
448,19,14,w
449,5,11,w
450,16,2,w
451,5,14,w
452,8,14,l
453,13,8,w
454,20,2,w
455,4,18,w
456,20,13,w
457,12,13,l
458,3,5,w
459,18,17,w
460,20,18,w
461,2,9,w
462,5,1,l
463,8,14,w
464,18,1,l
465,5,1,w
466,13,9,l
467,7,10,w
468,4,2,w
469,11,3,l
470,20,6,l
471,14,9,w
472,9,11,l
473,19,10,l
474,4,19,l
475,13,11,w
476,2,13,l
477,15,3,w
478,16,1,w
479,5,8,w
480,8,13,l
481,17,8,w
482,9,14,w
483,6,14,l
484,6,15,l
485,12,10,l
486,2,9,l
487,7,5,l
488,7,19,l
489,9,14,l
490,8,3,w
491,5,6,l
492,15,5,w
493,1,9,w
494,15,4,l
495,18,19,w
496,2,18,l
497,20,7,l
498,20,18,w
499,10,2,l
500,5,13,l
501,17,15,w
502,12,19,w
503,12,19,w
504,17,11,l
505,11,13,w
506,8,10,l
507,18,17,l
508,17,14,l
509,1,19,w
510,20,17,w
511,8,13,w
512,12,9,l
513,5,17,l
514,15,10,w
515,7,2,w
516,20,9,l
517,6,1,l
518,11,17,w
519,20,7,w
520,3,13,w
521,13,17,l
522,13,16,w
523,17,14,l
524,1,4,l
525,16,14,l
526,11,18,l
527,18,12,w
528,20,14,w
529,8,7,w
530,11,8,l
531,11,17,w
532,10,19,l
533,15,8,w
534,15,9,w
535,2,1,l
536,18,12,l
537,3,6,l
538,7,18,w
539,18,12,w
540,20,18,l
541,20,7,w
542,5,12,w
543,13,19,l
544,12,16,l
545,13,3,l
546,6,11,w
547,6,14,l
548,17,16,l
549,3,20,l
550,5,18,l
551,13,12,l
552,4,2,w
553,14,11,w
554,6,12,l
555,14,6,w
556,1,9,w
557,5,17,w
558,8,17,l
559,10,12,l
560,8,1,w
561,12,3,w
562,4,1,l
563,18,3,w
564,12,6,w
565,8,16,l
566,9,12,l
567,20,14,l
568,3,11,l
569,4,13,w
570,17,19,l
571,8,19,l
572,19,7,w
573,16,19,w
574,5,2,l
575,12,11,w
576,3,7,w
577,12,10,w
578,12,4,w
579,19,20,l
580,14,11,w
581,15,20,w
582,16,13,w
583,2,14,l
584,19,18,l
585,1,18,l
586,18,2,w
587,11,4,w
588,6,3,w
589,7,11,l
590,18,1,w
591,1,19,w
592,16,7,l
593,3,12,l
594,10,13,l
595,1,4,l
596,1,12,l
597,8,6,l
598,5,14,w
599,12,9,l
600,5,19,l
601,15,12,l
602,10,18,w
603,19,17,w
604,3,12,l
605,15,16,l
606,18,16,l
607,12,14,l
608,14,9,l
609,6,14,l
610,18,5,w
611,15,1,l
612,19,12,w
613,8,9,w
614,6,17,l
615,10,20,w
616,18,6,l
617,12,18,w
618,5,8,l
619,7,4,w
620,17,5,w
621,4,7,l
622,14,4,w
623,1,17,w
624,10,16,l
625,5,14,l
626,2,4,l
627,19,13,l
628,18,17,l
629,17,12,w
630,9,8,w
631,3,18,l
632,18,19,w
633,4,6,l
634,11,9,l
635,2,17,l
636,13,4,w
637,1,7,w
638,9,18,w
639,20,2,w
640,6,9,w
641,18,14,l
642,4,15,l
643,10,3,w
644,9,8,w
645,12,20,l
646,19,3,l
647,8,3,w
648,16,3,l
649,5,7,w
650,2,7,l
651,4,16,w
652,3,13,w
653,20,2,l
654,11,9,l
655,19,17,l
656,7,8,l
657,13,18,l
658,12,4,w
659,11,12,l
660,16,14,l
661,4,13,l
662,10,17,w
663,18,14,l
664,2,13,l
665,20,1,w
666,20,7,l
667,16,17,w
668,12,9,w
669,3,6,w
670,15,2,w
671,4,16,l
672,17,3,l
673,9,16,w
674,11,9,w
675,10,5,w
676,11,6,l
677,16,8,w
678,16,5,l
679,6,12,l
680,12,11,w
681,15,19,w
682,17,18,w
683,9,5,w
684,15,10,l
685,9,18,w
686,16,3,w
687,4,11,w
688,20,13,l
689,15,18,w
690,12,14,l
691,20,14,l
692,3,11,w
693,1,12,w
694,11,7,l
695,14,3,l
696,7,15,l
697,9,16,w
698,11,13,l
699,17,18,w
700,9,1,w
701,11,12,l
702,5,13,l
703,16,12,w
704,6,13,l
705,7,2,l
706,17,11,l
707,16,17,l
708,1,4,w
709,11,9,w
710,2,10,w
711,20,13,l
712,3,10,l
713,19,5,w
714,2,19,w
715,14,2,l
716,13,9,w
717,15,12,w
718,14,4,w
719,10,18,l
720,16,8,l
721,14,13,w
722,8,1,l
723,6,15,w
724,1,14,w
725,9,2,w
726,15,14,w
727,3,8,l
728,14,11,w
729,6,13,w
730,10,18,w
731,19,4,l
732,1,20,l
733,12,6,w
734,1,8,w
735,2,15,l
736,12,8,w
737,4,7,w
738,14,17,l
739,14,11,w
740,16,9,w
741,13,3,w
742,15,18,l
743,8,20,w
744,14,16,l
745,1,14,l
746,2,13,l
747,12,5,w
748,2,9,l
749,9,19,l
750,19,14,l
751,3,12,w
752,9,4,l
753,15,20,w
754,19,17,l
755,7,13,w
756,13,4,w
757,15,1,l
758,19,10,w
759,18,13,l
760,15,20,w
761,14,10,l
762,11,7,l
763,6,1,l
764,17,4,l
765,3,19,l
766,11,5,l
767,20,17,l
768,6,1,l
769,12,4,w
770,19,10,w
771,10,7,l
772,17,13,w
773,11,14,w
774,15,11,l
775,9,4,l
776,12,1,l
777,19,7,w
778,5,2,w
779,15,6,l
780,11,12,l
781,13,8,l
782,18,15,l
783,2,10,w
784,13,2,w
785,18,3,l
786,18,12,w
787,8,17,w
788,19,11,l
789,9,2,w
790,17,15,w
791,13,20,l
792,4,14,w
793,4,8,w
794,1,19,l
795,5,9,w
796,15,11,l
797,5,9,w
798,7,10,l
799,15,12,w
800,3,6,l
801,14,4,l
802,14,1,l
803,4,1,l
804,17,19,l
805,6,7,w
806,11,14,w
807,20,12,l
808,10,15,w
809,18,1,w
810,8,7,w
811,5,9,l
812,13,11,l
813,5,9,w
814,7,17,w
815,18,9,l
816,9,7,w
817,15,18,l
818,16,3,l
819,13,15,l
820,12,16,l
821,2,9,l
822,12,9,l
823,15,5,l
824,11,14,l
825,3,12,w
826,2,8,l
827,15,10,l
828,11,5,w
829,9,1,w
830,8,5,w
831,4,13,w
832,2,15,l
833,19,7,l
834,1,7,w
835,19,15,l
836,17,2,l
837,14,11,l
838,3,6,l
839,15,14,l
840,20,7,w
841,6,17,l
842,13,14,l
843,5,6,l
844,20,19,l
845,17,7,w
846,16,19,w
847,12,9,l
848,17,3,l
849,3,17,w
850,18,9,w
851,7,16,l
852,16,3,w
853,17,18,l
854,7,15,w
855,2,7,l
856,19,2,w
857,7,10,l
858,17,7,l
859,9,12,w
860,6,9,l
861,3,16,w
862,19,8,w
863,20,11,w
864,15,10,l
865,1,20,w
866,11,12,w
867,17,20,l
868,11,5,w
869,9,7,l
870,8,20,l
871,2,12,w
872,1,10,w
873,11,15,l
874,8,6,w
875,7,10,w
876,19,14,l
877,20,19,l
878,15,18,w
879,2,1,w
880,13,18,w
881,9,13,l
882,3,2,l
883,16,19,w
884,5,10,l
885,6,13,w
886,6,13,w
887,17,13,w
888,2,6,l
889,19,6,l
890,2,19,w
891,15,13,w
892,15,12,l
893,9,2,l
894,20,15,w
895,9,1,l
896,15,20,w
897,16,13,l
898,6,5,l
899,10,6,w
900,6,11,w
901,11,15,l
902,19,7,l
903,2,11,l
904,15,3,w
905,19,7,l
906,13,7,l
907,19,12,l
908,2,11,l
909,12,9,l
910,17,16,l
911,20,5,l
912,6,9,w
913,11,5,w
914,13,18,l
915,11,15,w
916,15,7,w
917,11,7,l
918,11,14,w
919,15,19,l
920,13,12,l
921,5,10,l
922,15,13,w
923,9,2,w
924,17,9,w
925,4,16,w
926,19,12,w
927,5,11,l
928,7,17,w
929,2,11,w
930,5,16,l
931,3,8,w
932,5,7,w
933,15,7,w
934,13,12,l
935,3,1,w
936,10,1,l
937,1,20,l
938,8,2,w
939,5,10,w
940,2,14,w
941,13,10,w
942,1,2,w
943,12,14,w
944,8,16,w
945,4,11,l
946,6,20,l
947,12,3,w
948,13,6,l
949,6,5,l
950,5,1,l
951,6,4,l
952,18,17,w
953,10,16,w
954,2,20,l
955,4,15,l
956,10,9,w
957,9,12,w
958,9,11,l
959,1,3,l
960,7,5,l
961,4,12,w
962,6,20,l
963,17,7,w
964,11,3,l
965,12,14,l
966,11,13,w
967,13,20,l
968,6,10,l
969,13,4,w
970,18,14,l
971,14,7,w
972,16,6,w
973,15,5,l
974,8,7,l
975,6,17,w
976,10,2,l
977,18,8,l
978,3,10,w
979,10,11,l
980,9,6,l
981,5,16,w
982,7,11,l
983,15,7,l
984,6,13,w
985,8,16,l
986,16,13,l
987,10,6,w
988,12,13,l
989,5,4,w
990,4,17,l
991,3,15,l
992,7,14,l
993,17,1,w
994,6,20,w
995,7,9,l
996,4,10,l
997,8,19,w
998,3,19,l
999,17,15,w
1000,12,6,w
1001,3,5,l
1002,11,8,w
1003,1,10,w
1004,19,13,l
1005,5,6,w
1006,17,10,l
1007,9,12,l
1008,7,14,w
1009,18,8,l
1010,8,17,l
1011,20,14,w
1012,12,2,w
1013,1,19,w
1014,10,8,w
1015,13,3,l
1016,19,14,l
1017,1,12,l
1018,7,1,w
1019,2,4,l
1020,16,11,w
1021,5,7,w
1022,20,9,w
1023,4,1,w
1024,8,6,w
1025,10,3,l
1026,1,4,l
1027,10,4,w
1028,8,1,w
1029,2,11,l
1030,1,20,w
1031,19,8,w
1032,10,7,w
1033,1,20,l
1034,11,14,w
1035,2,11,l
1036,11,19,l
1037,4,19,l
1038,17,18,l
1039,16,20,w
1040,19,16,l
1041,9,11,w
1042,19,4,w
1043,2,6,w
1044,12,14,w
1045,19,8,w
1046,7,16,w
1047,6,19,w
1048,17,19,l
1049,15,17,l
1050,1,17,l
1051,3,1,w
1052,20,8,w
1053,14,17,w
1054,17,6,w
1055,2,8,l
1056,15,19,w
1057,4,12,w
1058,5,1,l
1059,11,19,w
1060,20,6,l
1061,18,11,w
1062,4,1,w
1063,14,18,l
1064,11,10,l
1065,11,9,l
1066,19,15,w
1067,20,2,w
1068,16,6,w
1069,7,15,l
1070,14,8,w
1071,13,8,l
1072,11,3,w
1073,4,20,l
1074,10,9,l
1075,15,10,w
1076,18,12,w
1077,16,6,w
1078,5,19,w
1079,5,7,w
1080,16,17,w
1081,19,3,l
1082,13,6,l
1083,18,1,w
1084,13,16,l
1085,5,14,w
1086,4,9,w
1087,14,10,l
1088,20,2,w
1089,15,17,w
1090,3,8,w
1091,19,10,l
1092,20,9,l
1093,14,8,w
1094,5,7,l
1095,10,6,l
1096,4,17,l
1097,9,20,l
1098,9,20,w
1099,9,8,l
1100,16,3,l
1101,12,11,w
1102,4,2,l
1103,1,16,w
1104,10,3,l
1105,13,19,w
1106,7,5,l
1107,13,2,w
1108,7,1,w
1109,13,5,w
1110,13,20,w
1111,17,19,l
1112,3,6,w
1113,17,2,w
1114,10,12,l
1115,3,16,w
1116,1,4,w
1117,4,14,w
1118,13,20,w
1119,15,6,l
1120,7,13,l
1121,6,20,l
1122,6,17,w
1123,14,5,w
1124,5,4,l
1125,5,6,l
1126,6,14,w
1127,3,5,l
1128,7,19,l
1129,17,19,w
1130,5,14,l
1131,17,1,w
1132,5,19,w
1133,2,12,w
1134,6,14,l
1135,11,5,l
1136,3,14,l
1137,2,9,w
1138,8,18,w
1139,6,7,w
1140,17,5,l
1141,9,20,w
1142,16,9,w
1143,11,14,w
1144,11,15,l
1145,9,14,l
1146,18,12,l
1147,18,8,w
1148,17,10,l
1149,17,10,l
1150,16,12,w
1151,13,10,l
1152,3,18,w
1153,9,17,w
1154,11,16,l
1155,13,6,l
1156,2,15,w
1157,18,10,w
1158,17,1,l
1159,10,16,l
1160,10,14,w
1161,12,2,w
1162,15,4,l
1163,8,10,w
1164,12,2,w
1165,13,3,w
1166,5,14,w
1167,6,15,l
1168,7,12,l
1169,9,10,w
1170,16,20,l
1171,9,7,w
1172,5,20,w
1173,16,15,l
1174,4,14,w
1175,15,20,l
1176,3,15,w
1177,14,17,w
1178,9,12,w
1179,20,10,l
1180,12,9,w
1181,7,9,l
1182,7,13,w
1183,9,4,w
1184,4,14,w
1185,17,10,w
1186,6,8,l
1187,17,5,l
1188,14,3,l
1189,14,17,l
1190,13,7,w
1191,12,10,w
1192,14,2,l
1193,15,2,l
1194,15,14,l
1195,7,1,l
1196,1,6,l
1197,14,3,l
1198,17,10,w
1199,10,11,l
1200,11,17,w
1201,17,19,w
1202,16,4,l
1203,3,17,l
1204,17,14,l
1205,3,1,w
1206,13,14,l
1207,1,14,l
1208,17,8,w
1209,13,9,l
1210,12,18,w
1211,3,2,l
1212,7,5,w
1213,8,20,l
1214,15,3,l
1215,1,6,l
1216,4,17,l
1217,19,20,w
1218,14,19,w
1219,15,9,w
1220,17,10,w
1221,4,2,l
1222,13,12,w
1223,8,12,w
1224,7,5,w
1225,10,11,w
1226,18,10,l
1227,15,19,l
1228,17,8,w
1229,1,16,w
1230,18,8,w
1231,14,13,w
1232,7,14,l
1233,4,20,w
1234,20,6,w
1235,12,9,w
1236,15,17,l
1237,14,5,w
1238,6,2,l
1239,11,6,w
1240,12,14,l
1241,15,3,w
1242,10,13,w
1243,5,15,w
1244,8,19,l
1245,13,4,l
1246,4,14,w
1247,4,3,l
1248,4,7,l
1249,17,6,w
1250,14,4,w
1251,5,8,l
1252,4,20,w
1253,3,20,w
1254,15,14,w
1255,10,3,l
1256,2,19,w
1257,19,16,l
1258,3,14,l
1259,10,19,w
1260,9,12,l
1261,1,10,w
1262,7,14,w
1263,3,19,l
1264,10,11,w
1265,4,19,l
1266,1,19,l
1267,2,11,l
1268,10,16,w
1269,17,4,w
1270,9,8,w
1271,7,1,l
1272,11,16,w
1273,10,18,l
1274,1,10,w
1275,3,18,w
1276,4,8,w
1277,16,1,l
1278,3,8,l
1279,14,13,l
1280,9,7,w
1281,9,5,l
1282,7,18,l
1283,6,18,l
1284,5,9,w
1285,5,16,w
1286,9,19,l
1287,20,12,l
1288,17,11,w
1289,2,19,l
1290,1,14,w
1291,11,17,l
1292,10,5,w
1293,11,20,l
1294,6,20,w
1295,7,5,l
1296,3,16,w
1297,4,13,l
1298,11,8,l
1299,19,2,w
1300,1,12,l
1301,13,9,w
1302,4,3,l
1303,16,19,l
1304,15,20,l
1305,11,8,w
1306,2,17,l
1307,6,7,w
1308,4,10,w
1309,6,3,w
1310,14,6,l
1311,6,11,l
1312,19,2,l
1313,16,7,w
1314,5,8,l
1315,15,5,l
1316,9,18,l
1317,12,16,l
1318,13,14,l
1319,7,10,w
1320,20,7,w
1321,8,7,l
1322,1,14,w
1323,2,7,l
1324,18,10,l
1325,11,1,l
1326,16,4,w
1327,15,1,l
1328,19,6,w
1329,6,15,l
1330,6,3,l
1331,10,7,l
1332,2,5,w
1333,19,8,w
1334,20,3,l
1335,11,3,l
1336,11,2,l
1337,2,20,l
1338,18,2,w
1339,4,10,l
1340,17,2,w
1341,16,8,l
1342,3,11,w
1343,19,15,w
1344,19,10,w
1345,2,8,w
1346,1,8,l
1347,8,20,w
1348,15,8,l
1349,13,20,l
1350,3,2,w
1351,17,14,w
1352,9,4,w
1353,4,8,l
1354,3,4,l
1355,16,18,l
1356,11,19,w
1357,6,3,l
1358,18,8,w
1359,4,1,l
1360,19,2,w
1361,19,6,l
1362,3,20,w
1363,13,7,l
1364,11,2,l
1365,13,15,w
1366,2,4,l
1367,5,18,l
1368,14,3,w
1369,7,4,w
1370,15,8,w
1371,12,15,w
1372,13,15,l
1373,10,3,w
1374,14,19,w
1375,11,1,l
1376,20,6,w
1377,20,6,w
1378,3,15,w
1379,14,17,w
1380,1,6,w
1381,10,5,l
1382,20,10,w
1383,3,18,l
1384,20,14,w
1385,13,20,w
1386,3,17,l
1387,10,7,l
1388,13,19,l
1389,3,17,l
1390,3,20,l
1391,2,11,l
1392,10,8,w
1393,14,1,w
1394,3,2,l
1395,16,6,l
1396,20,13,l
1397,13,11,l
1398,17,9,w
1399,19,6,w
1400,15,11,w
1401,8,7,l
1402,14,16,w
1403,15,1,l
1404,13,19,w
1405,1,2,l
1406,8,19,l
1407,12,10,l
1408,17,4,w
1409,13,17,l
1410,1,19,l
1411,4,8,l
1412,15,2,w
1413,13,4,w
1414,15,8,w
1415,4,1,l
1416,11,19,l
1417,8,3,w
1418,14,5,w
1419,3,11,w
1420,5,14,w
1421,17,7,l
1422,7,12,l
1423,11,10,w
1424,4,17,l
1425,2,6,l
1426,18,5,l
1427,3,19,w
1428,1,5,w
1429,1,13,w
1430,5,16,w
1431,12,14,l
1432,11,15,l
1433,5,13,w
1434,14,19,l
1435,18,16,l
1436,5,3,w
1437,12,5,l
1438,4,2,w
1439,3,18,w
1440,3,13,w
1441,2,7,w
1442,15,3,w
1443,2,19,w
1444,16,9,l
1445,6,13,w
1446,19,7,w
1447,12,11,l
1448,20,4,w
1449,8,2,w
1450,10,11,w
1451,3,16,l
1452,8,6,l
1453,17,7,l
1454,11,9,l
1455,16,3,l
1456,7,8,l
1457,20,7,l
1458,6,4,w
1459,13,19,w
1460,7,4,w
1461,7,6,l
1462,10,6,w
1463,13,4,l
1464,13,12,w
1465,20,18,w
1466,3,14,l
1467,8,9,l
1468,15,9,l
1469,9,6,l
1470,14,9,w
1471,8,10,l
1472,3,7,w
1473,6,16,l
1474,2,13,w
1475,7,18,w
1476,12,13,l
1477,4,18,w
1478,4,13,w
1479,2,7,w
1480,20,7,w
1481,10,2,w
1482,10,5,w
1483,15,8,w
1484,18,8,l
1485,19,2,w
1486,10,9,l
1487,5,17,w
1488,9,8,l
1489,2,3,w
1490,13,11,l
1491,4,6,w
1492,7,6,w
1493,13,17,l
1494,18,10,w
1495,16,1,l
1496,20,14,w
1497,14,8,l
1498,1,20,l
1499,8,16,w
1500,20,3,w
1501,9,7,l
1502,20,17,l
1503,6,20,w
1504,13,20,l
1505,7,14,w
1506,19,7,l
1507,6,20,w
1508,12,10,w
1509,9,12,w
1510,11,14,l
1511,4,17,l
1512,4,17,w
1513,18,7,w
1514,13,4,l
1515,4,8,l
1516,1,2,l
1517,20,16,l
1518,11,7,w
1519,16,8,l
1520,1,7,w
1521,15,17,w
1522,5,1,l
1523,6,16,w
1524,8,16,l
1525,14,5,w
1526,1,2,l
1527,15,12,w
1528,12,8,w
1529,15,6,l
1530,17,16,w
1531,9,18,w
1532,8,13,w
1533,8,6,w
1534,13,7,w
1535,17,10,w
1536,19,7,w
1537,3,4,l
1538,11,5,w
1539,12,9,w
1540,14,16,l
1541,2,5,w
1542,10,15,l
1543,9,6,l
1544,5,7,l
1545,10,8,w
1546,2,8,l
1547,12,19,l
1548,9,16,w
1549,16,3,l
1550,9,5,l
1551,7,12,l
1552,3,7,w
1553,6,5,w
1554,8,12,w
1555,14,16,l
1556,3,5,w
1557,8,1,l
1558,18,8,l
1559,11,9,w
1560,14,16,w
1561,11,13,w
1562,10,7,l
1563,13,7,w
1564,13,6,l
1565,7,18,w
1566,4,9,l
1567,3,6,l
1568,19,11,w
1569,4,5,l
1570,16,8,w
1571,19,16,l
1572,12,3,l
1573,18,5,l
1574,8,5,l
1575,6,20,l
1576,16,10,l
1577,11,18,l
1578,19,16,l
1579,11,15,w
1580,15,8,l
1581,16,4,l
1582,17,20,l
1583,11,19,l
1584,18,8,w
1585,2,9,l
1586,13,6,w
1587,4,5,l
1588,2,15,w
1589,9,16,l
1590,7,19,w
1591,4,16,w
1592,10,5,l
1593,1,14,l
1594,10,19,l
1595,8,1,l
1596,6,7,w
1597,20,15,w
1598,9,5,w
1599,6,11,l
1600,16,18,w
1601,12,15,l
1602,3,4,w
1603,13,12,w
1604,3,16,w
1605,13,19,w
1606,5,11,l
1607,7,5,l
1608,7,8,l
1609,20,14,w
1610,6,15,w
1611,12,16,w
1612,3,14,w
1613,4,19,w
1614,3,8,l
1615,16,2,w
1616,8,13,w
1617,12,14,l
1618,2,6,l
1619,17,20,w
1620,10,3,w
1621,18,16,l
1622,9,13,l
1623,3,9,w
1624,13,17,l
1625,15,18,w
1626,12,2,w
1627,15,12,l
1628,5,11,l
1629,14,7,l
1630,15,14,w
1631,17,5,l
1632,9,3,l
1633,6,3,l
1634,12,5,l
1635,7,11,w
1636,2,11,w
1637,6,17,l
1638,7,18,w
1639,17,18,l
1640,14,9,w
1641,3,20,l
1642,10,18,l
1643,11,10,l
1644,15,6,w
1645,4,10,w
1646,18,9,w
1647,10,13,w
1648,20,17,l
1649,9,5,l
1650,1,5,l
1651,17,18,w
1652,4,1,w
1653,3,5,w
1654,5,1,l
1655,3,19,w
1656,1,15,w
1657,5,11,l
1658,9,15,w
1659,4,20,w
1660,11,13,w
1661,4,5,l
1662,20,12,l
1663,12,2,l
