game_no,player_first,player_second,result
776,89,71,w
777,71,70,l
778,60,54,w
779,26,48,w
780,88,35,l
781,80,59,w
782,44,31,w
783,66,50,l
784,93,77,l
785,53,49,w
786,51,95,l
787,11,26,w
788,33,98,w
789,58,27,w
790,74,12,l
791,38,1,l
792,16,13,l
793,38,62,l
794,8,35,w
795,22,39,w
796,48,68,l
797,39,56,w
798,44,43,w
799,59,97,l
800,69,79,w
801,75,33,w
802,40,23,l
803,19,31,l
804,95,89,w
805,1,50,w
806,42,54,w
807,26,15,l
808,77,61,w
809,50,70,l
810,100,66,w
811,12,21,l
812,32,65,w
813,48,98,l
814,48,23,l
815,57,66,l
816,19,97,w
817,39,9,l
818,56,12,l
819,57,16,l
820,100,72,w
821,43,77,w
822,11,52,w
823,5,68,w
824,82,6,w
825,94,4,l
826,84,46,w
827,100,3,l
828,41,56,l
829,69,84,l
830,91,25,w
831,22,19,l
832,80,90,l
833,24,76,w
834,41,25,l
835,79,11,l
836,87,99,l
837,36,15,w
838,87,7,l
839,74,27,l
840,65,64,l
841,16,19,l
842,13,6,l
843,88,45,w
844,69,98,w
845,91,81,l
846,33,12,w
847,54,59,l
848,40,13,l
849,38,63,l
850,76,25,w
851,91,33,w
852,75,5,l
853,9,43,l
854,64,86,w
855,26,89,l
856,72,13,l
857,96,33,l
858,32,28,w
859,43,20,w
860,3,91,l
861,55,26,w
862,62,25,w
863,48,2,l
864,97,26,w
865,39,21,w
866,17,52,w
867,27,61,l
868,63,27,l
869,87,5,w
870,27,76,l
871,77,61,l
872,98,5,l
873,56,91,l
874,42,43,l
875,24,61,l
876,49,12,l
877,46,78,l
878,3,17,l
879,21,31,l
880,17,77,w
881,73,7,l
882,96,78,l
883,85,50,l
884,99,76,w
885,38,5,l
886,88,5,w
887,50,100,w
888,42,13,l
889,34,14,l
890,67,23,w
891,43,2,w
892,90,80,l
893,35,59,w
894,83,12,l
895,77,65,l
896,81,39,w
897,66,91,w
898,96,81,w
899,18,28,l
900,34,79,w
901,53,70,w
902,57,82,w
903,71,32,w
904,81,100,l
905,63,87,w
906,38,87,l
907,13,100,l
908,6,42,l
909,88,53,l
910,33,36,l
911,55,97,l
912,76,52,l
913,56,33,l
914,92,76,l
915,75,32,w
916,89,56,w
917,27,73,l
918,75,32,w
919,16,22,w
920,20,30,w
921,38,87,l
922,58,6,w
923,93,52,w
924,82,4,l
925,48,49,w
926,86,65,l
927,1,4,w
928,83,16,l
929,51,29,w
930,69,38,w
931,26,54,l
932,18,22,l
933,33,83,w
934,6,86,w
935,17,83,w
936,89,78,l
937,10,44,l
938,22,19,l
939,77,34,l
940,82,39,w
941,19,47,l
942,37,15,l
943,18,60,l
944,54,36,w
945,70,56,l
946,76,61,w
947,13,46,l
948,62,70,l
949,62,24,l
950,3,88,w
951,29,56,l
952,81,69,w
953,4,54,l
954,8,13,w
955,8,30,w
956,19,23,l
957,31,97,w
958,15,11,l
959,5,4,w
960,72,64,w
961,14,86,l
962,72,59,l
963,67,38,l
964,24,7,l
965,83,61,w
966,53,27,w
967,70,19,w
968,1,74,l
969,7,28,w
970,58,96,w
971,39,45,w
972,13,85,l
973,80,13,l
974,57,14,l
975,29,38,l
976,40,67,w
977,89,77,l
978,68,30,l
979,52,37,w
980,88,56,l
981,9,42,l
982,30,92,w
983,70,19,l
984,68,71,l
985,2,5,l
986,89,64,w
987,25,99,l
988,69,46,w
989,44,55,l
990,35,32,w
991,70,1,w
992,16,100,w
993,28,97,l
994,67,68,w
995,64,39,w
996,18,46,w
997,46,84,l
998,58,37,l
999,59,54,w
1000,53,46,w
1001,43,61,w
1002,48,26,w
1003,47,82,l
1004,40,60,l
1005,94,11,l
1006,39,42,l
1007,33,48,l
1008,3,94,w
1009,76,12,w
1010,5,100,w
1011,31,14,l
1012,1,11,w
1013,48,6,w
1014,4,1,l
1015,82,55,w
1016,40,76,l
1017,23,19,l
1018,89,55,l
1019,41,22,l
1020,54,95,l
1021,16,60,l
1022,53,22,w
1023,64,5,l
1024,40,11,w
1025,2,79,w
1026,94,71,l
1027,68,9,w
1028,90,94,l
1029,81,24,l
1030,62,99,w
1031,12,26,w
1032,85,87,l
1033,89,35,l
1034,22,80,w
1035,61,92,w
1036,67,69,l
1037,45,15,l
1038,7,46,w
1039,29,74,l
1040,55,10,w
1041,79,9,l
1042,20,81,w
1043,49,48,l
1044,34,53,w
1045,82,16,w
1046,52,30,l
1047,17,56,w
1048,87,54,w
1049,76,8,l
1050,5,37,w
1051,51,95,l
1052,98,23,w
1053,58,60,w
1054,44,1,w
1055,85,11,w
1056,79,89,l
1057,28,9,l
1058,98,68,w
1059,61,99,w
1060,90,35,w
1061,73,36,l
1062,30,31,w
1063,94,57,l
1064,40,68,l
1065,75,72,w
1066,97,12,w
1067,85,60,w
1068,68,59,w
1069,87,57,l
1070,56,33,w
1071,73,71,w
1072,90,12,l
1073,73,40,l
1074,43,11,l
1075,77,69,w
1076,97,81,w
1077,45,82,l
1078,76,28,l
1079,11,13,w
1080,75,34,w
1081,25,91,l
1082,63,2,w
1083,95,46,l
1084,70,79,l
1085,83,28,w
1086,24,68,w
1087,71,87,l
1088,63,25,w
1089,83,63,l
1090,12,38,l
1091,11,31,l
1092,91,40,l
1093,23,96,w
1094,10,88,w
1095,33,76,l
1096,51,36,w
1097,35,32,w
1098,90,47,w
1099,34,4,l
1100,82,27,w
